Minute,Second,RepeatNumber,Server,TR_IST_AP,flow_or_url,allow_or_src,snat_or_dnat,mac_or_dst,mac_or_request,protocol,sport,dport,NumberEntryToSite
2,36,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54438,dst=52.98.207.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
2,36,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54437,dst=52.98.207.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
5,38,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54470,dst=40.99.151.194:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
10,8,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54528,dst=52.98.213.162:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
10,8,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54527,dst=52.98.213.162:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
12,4,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54556,dst=40.101.60.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
13,33,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54578,dst=40.101.60.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
17,44,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54612,dst=40.101.60.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
20,38,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54642,dst=52.97.137.82:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
20,38,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54641,dst=52.97.137.82:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
25,38,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54689,dst=52.97.218.82:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
25,38,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54690,dst=52.97.218.82:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
33,13,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54746,dst=52.97.218.82:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
33,13,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54747,dst=52.97.218.82:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
35,43,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54771,dst=40.101.61.130:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,0,17
