Server,TR_IST_AP,flow_or_url,allow_or_src,SNAT_or_DNAT,mac_or_dst,mac_or_request,protocol,sport,dport,Date
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=172.18.14.96,mac=98:DD:60:64:27:5A,protocol=udp,sport=60143,dport=53,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:57547,dst=104.76.201.144:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://c.apple.news/...,0,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=104.117.192.75,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57549,dport=443,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=212.252.126.129,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57550,dport=443,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:57550,dst=212.252.126.129:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://stocks-data-service.apple.com/...,0,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=172.18.14.96,mac=98:DD:60:64:27:5A,protocol=udp,sport=64337,dport=53,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:57549,dst=104.117.192.75:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://stocks-sparkline.apple.com/...,0,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.253.73.208,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57551,dport=443,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=157.240.238.60,mac=98:DD:60:64:27:5A,protocol=tcp,sport=62654,dport=443,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:62654,dst=157.240.238.60:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://web.whatsapp.com/...,0,2022-06-27 00:05:08
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:57551,dst=17.253.73.208:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://gsp-ssl.ls.apple.com/...,0,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.248.145.111,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57513,dport=443,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=34.250.67.152,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57515,dport=443,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=172.18.14.96,mac=98:DD:60:64:27:5A,protocol=udp,sport=63692,dport=53,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.248.248.81,mac=98:DD:60:64:27:5A,protocol=tcp,sport=62655,dport=443,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:62655,dst=17.248.248.81:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://mask-api.icloud.com/...,0,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=157.240.238.63,mac=98:DD:60:64:27:5A,protocol=tcp,sport=62656,dport=443,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:62656,dst=157.240.238.63:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://edge-chat.instagram.com/...,0,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=62249,dport=53,2022-06-27 00:05:09
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=62250,dport=53,2022-06-27 00:05:10
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.122.46.102,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57501,dport=443,2022-06-27 00:05:10
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=208.67.222.222,mac=F4:46:37:8B:1F:28,protocol=udp,sport=62252,dport=443,2022-06-27 00:05:10
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.248.248.81,mac=98:DD:60:64:27:5A,protocol=tcp,sport=62657,dport=443,2022-06-27 00:05:10
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:62657,dst=17.248.248.81:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://mask-api.icloud.com/...,0,2022-06-27 00:05:10
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=18.156.44.202,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57511,dport=443,2022-06-27 00:05:11
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.248.248.81,mac=98:DD:60:64:27:5A,protocol=tcp,sport=62658,dport=443,2022-06-27 00:05:11
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.125:62658,dst=17.248.248.81:443,mac=98:DD:60:64:27:5A,request:,UNKNOWN,https://mask-api.icloud.com/...,0,2022-06-27 00:05:11
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=17.253.73.208,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57522,dport=443,2022-06-27 00:05:11
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.125,dst=192.147.130.166,mac=98:DD:60:64:27:5A,protocol=tcp,sport=57526,dport=443,2022-06-27 00:05:11
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=52.16.105.95,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50516,dport=443,2022-06-27 00:05:13
server-176.53.2.142.as42926.net,TR_IST_AP_3,urls,src=172.19.0.179:50516,dst=52.16.105.95:443,mac=BC:09:1B:F8:BA:51,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0,2022-06-27 00:05:13
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=52604,dport=53,2022-06-27 00:05:13
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.225,mac=BC:09:1B:DD:22:28,protocol=udp,sport=52605,dport=53,2022-06-27 00:05:13
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=208.67.222.222,mac=BC:09:1B:DD:22:28,protocol=udp,sport=52607,dport=443,2022-06-27 00:05:13
195.175.205.46.static.turktelekom.com.tr,2_B3,flows,allow,src=192.168.151.147,dst=195.175.39.39,mac=4C:02:20:07:7B:B3,protocol=udp,sport=35250,dport=53,2022-06-27 00:05:13
195.175.205.46.static.turktelekom.com.tr,2_B3,flows,allow,src=192.168.151.147,dst=142.250.184.78,mac=4C:02:20:07:7B:B3,protocol=tcp,sport=55652,dport=443,2022-06-27 00:05:13
195.175.205.46.static.turktelekom.com.tr,2_B3,urls,src=192.168.151.147:55652,dst=142.250.184.78:443,mac=4C:02:20:07:7B:B3,request:,UNKNOWN,https://play.google.com/...,0,2022-06-27 00:05:13
195.175.205.46.static.turktelekom.com.tr,2_B3,flows,allow,src=192.168.151.147,dst=142.250.184.78,mac=4C:02:20:07:7B:B3,protocol=udp,sport=34659,dport=443,2022-06-27 00:05:14
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=54087,dport=53,2022-06-27 00:05:14
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=54088,dport=53,2022-06-27 00:05:14
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=208.67.222.222,mac=F4:46:37:8B:43:EA,protocol=udp,sport=54090,dport=443,2022-06-27 00:05:14
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=52.97.219.162,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52585,dport=443,2022-06-27 00:05:15
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=52.97.219.162,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52586,dport=443,2022-06-27 00:05:15
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52585,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0,2022-06-27 00:05:15
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52586,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0,2022-06-27 00:05:15
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=10.3.1.1,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54468,dport=445,2022-06-27 00:05:15
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.5.0.27,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50517,dport=445,2022-06-27 00:05:15
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.3.1.1,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=49895,dport=389,2022-06-27 00:05:16
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=60143,dport=53,2022-06-27 00:05:16
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.3.1.1,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50518,dport=135,2022-06-27 00:05:16
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.3.1.1,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50519,dport=49669,2022-06-27 00:05:16
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=55800,dport=53,2022-06-27 00:05:17
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=55800,dport=53,2022-06-27 00:05:17
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=13.69.239.74,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52587,dport=443,2022-06-27 00:05:17
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52587,dst=13.69.239.74:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:17
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=52018,dport=53,2022-06-27 00:05:19
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=52018,dport=53,2022-06-27 00:05:19
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=13.69.239.74,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52049,dport=443,2022-06-27 00:05:19
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.117:52049,dst=13.69.239.74:443,mac=F4:46:37:D8:6D:B9,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:19
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=55801,dport=53,2022-06-27 00:05:19
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=55802,dport=53,2022-06-27 00:05:19
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=49199,dport=53,2022-06-27 00:05:20
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.225,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=49200,dport=53,2022-06-27 00:05:20
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=208.67.222.222,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=49202,dport=443,2022-06-27 00:05:20
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=13.69.239.74,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52050,dport=443,2022-06-27 00:05:20
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.117:52050,dst=13.69.239.74:443,mac=F4:46:37:D8:6D:B9,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:20
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.5.0.27,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50520,dport=445,2022-06-27 00:05:21
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=55025,dport=53,2022-06-27 00:05:21
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=13.69.239.74,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55636,dport=443,2022-06-27 00:05:21
server-176.53.2.142.as42926.net,TR_IST_AP_3,urls,src=172.19.0.71:55636,dst=13.69.239.74:443,mac=BC:09:1B:DD:22:28,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:21
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=50748,dport=53,2022-06-27 00:05:21
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=50749,dport=53,2022-06-27 00:05:21
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=50750,dport=53,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=50751,dport=53,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=208.67.222.222,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=50753,dport=443,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64931,dport=53,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64931,dport=53,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=13.69.239.74,mac=F4:46:37:8B:66:DB,protocol=tcp,sport=59921,dport=443,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_8,urls,src=172.19.0.155:59921,dst=13.69.239.74:443,mac=F4:46:37:8B:66:DB,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64825,dst=192.111.5.2:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64829,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0,2022-06-27 00:05:22
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64830,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0,2022-06-27 00:05:23
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64832,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0,2022-06-27 00:05:23
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64833,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0,2022-06-27 00:05:23
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64840,dst=23.55.161.142:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?83615cc178688aa0,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64841,dst=209.206.57.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://n57.network-auth.com/...,0,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=63696,dport=53,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=52.16.105.95,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55639,dport=443,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=59114,dport=53,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64840,dst=23.55.161.142:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?9e9a0580370f7469,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.225,mac=BC:09:1B:DD:22:28,protocol=udp,sport=59114,dport=53,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=20.106.86.13,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55640,dport=443,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,urls,src=172.19.0.71:55639,dst=52.16.105.95:443,mac=BC:09:1B:DD:22:28,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=60144,dport=53,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=60145,dport=53,2022-06-27 00:05:25
server-176.53.2.142.as42926.net,TR_IST_AP_3,urls,src=172.19.0.71:55640,dst=20.106.86.13:443,mac=BC:09:1B:DD:22:28,request:,UNKNOWN,https://settings-win.data.microsoft.com/...,0,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=51849,dport=53,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=20.199.120.151,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=49408,dport=443,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=51849,dport=53,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=40.101.124.210,mac=F4:46:37:8B:1F:28,protocol=tcp,sport=63410,dport=443,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=40.101.124.210,mac=F4:46:37:8B:1F:28,protocol=tcp,sport=63411,dport=443,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_8,urls,src=172.19.0.172:63411,dst=40.101.124.210:443,mac=F4:46:37:8B:1F:28,request:,UNKNOWN,https://outlook.office365.com/...,0,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_8,urls,src=172.19.0.172:63410,dst=40.101.124.210:443,mac=F4:46:37:8B:1F:28,request:,UNKNOWN,https://outlook.office365.com/...,0,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=49669,dport=53,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=13.69.239.74,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50521,dport=443,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_3,urls,src=172.19.0.179:50521,dst=13.69.239.74:443,mac=BC:09:1B:F8:BA:51,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:26
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=53347,dport=53,2022-06-27 00:05:27
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.225,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=53347,dport=53,2022-06-27 00:05:27
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=13.69.239.74,mac=BC:09:1B:F0:66:C1,protocol=tcp,sport=64615,dport=443,2022-06-27 00:05:27
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=62827,dport=53,2022-06-27 00:05:28
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=55391,dport=53,2022-06-27 00:05:28
server-176.53.2.142.as42926.net,TR_IST_AP_3,urls,src=172.19.0.111:64615,dst=13.69.239.74:443,mac=BC:09:1B:F0:66:C1,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:28
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=58381,dport=53,2022-06-27 00:05:28
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=13.69.239.74,mac=F4:46:37:8B:66:DB,protocol=tcp,sport=59922,dport=443,2022-06-27 00:05:28
server-176.53.2.142.as42926.net,TR_IST_AP_8,urls,src=172.19.0.155:59922,dst=13.69.239.74:443,mac=F4:46:37:8B:66:DB,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:05:28
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=53348,dport=53,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.225,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=53349,dport=53,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=55949,dport=53,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=224.0.0.251,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=5353,dport=5353,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=55949,dport=53,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.5.0.40,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50522,dport=443,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=10.3.1.50,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50523,dport=443,2022-06-27 00:05:30
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=58382,dport=53,2022-06-27 00:05:31
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=58383,dport=53,2022-06-27 00:05:31
server-176.53.2.142.as42926.net,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.19.0.166,mac=BC:09:1B:F0:66:C1,protocol=tcp,sport=64616,dport=7680,2022-06-27 00:05:32
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=52019,dport=53,2022-06-27 00:05:33
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=52020,dport=53,2022-06-27 00:05:33
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=51850,dport=53,2022-06-27 00:05:34
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=51851,dport=53,2022-06-27 00:05:34
