Server,TR_IST_AP,flow_or_url,allow_or_src,SNAT_or_DNAT,mac_or_dst,mac_or_request,protocol,sport,dport,Date
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59912,dport=53,2022-06-27 00:02:41
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59913,dport=53,2022-06-27 00:02:41
server-176.53.2.142.as42926.net,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=208.67.222.222,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59915,dport=443,2022-06-27 00:02:41
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=52.97.174.66,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=51310,dport=443,2022-06-27 00:02:43
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62697,dport=53,2022-06-27 00:02:44
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62698,dport=53,2022-06-27 00:02:44
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=208.67.222.222,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62700,dport=443,2022-06-27 00:02:44
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=52.98.212.242,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54229,dport=443,2022-06-27 00:02:44
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=170.114.10.233,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52428,dport=443,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=50908,dport=53,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=50908,dport=53,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=170.114.10.236,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52558,dport=443,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52558,dst=170.114.10.236:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://us02www3.zoom.us/...,0,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54346,dport=53,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54346,dport=53,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=13.69.116.104,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54440,dport=443,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54440,dst=13.69.116.104:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0,2022-06-27 00:02:45
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=59986,dport=53,2022-06-27 00:02:50
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=59986,dport=53,2022-06-27 00:02:50
server-176.53.2.142.as42926.net,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=13.69.116.104,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54441,dport=443,2022-06-27 00:02:50
server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.173:54441,dst=13.69.116.104:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0,2022-06-27 00:02:50
