,Month,Day,Time,Server,ID,TR_IST_AP,flow_or_url,allow_or_src,SNAT_or_DNAT,mac_or_dst,mac_or_request,protocol,sport,dport,Minute,Second,DST,MAC
2801,Jun,27,2022-06-29 00:14:56,server-176.53.2.142.as42926.net,1656278097.051870821,TR_IST_AP_4,flows,allow,src=172.19.0.151,dst=52.143.81.222,mac=F4:46:37:8B:43:36,protocol=tcp,sport=56438,dport=443,14,56,172.18.14.96,0
2802,Jun,27,2022-06-29 00:14:56,server-176.53.2.142.as42926.net,1656278097.062768581,TR_IST_AP_4,flows,allow,src=172.19.0.151,dst=52.143.87.28,mac=F4:46:37:8B:43:36,protocol=tcp,sport=56439,dport=443,14,56,172.18.14.225,0
2803,Jun,27,2022-06-29 00:14:56,server-176.53.2.142.as42926.net,1656278097.123581221,TR_IST_AP_4,flows,allow,src=172.19.0.151,dst=52.143.86.214,mac=F4:46:37:8B:43:36,protocol=tcp,sport=56440,dport=443,14,56,208.67.222.222,0
2804,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.244677701,TR_IST_AP_4,urls,src=172.19.0.151:56438,dst=52.143.81.222:443,mac=F4:46:37:8B:43:36,request:,UNKNOWN,https://array806.prod.do.dsp.mp.microsoft.com/...,,14,57,172.18.14.96,0
2805,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.244776741,TR_IST_AP_4,urls,src=172.19.0.151:56437,dst=40.91.80.89:443,mac=F4:46:37:8B:43:36,request:,UNKNOWN,https://array801.prod.do.dsp.mp.microsoft.com/...,,14,57,52.16.105.95,0
2806,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.253277541,TR_IST_AP_4,urls,src=172.19.0.151:56439,dst=52.143.87.28:443,mac=F4:46:37:8B:43:36,request:,UNKNOWN,https://array812.prod.do.dsp.mp.microsoft.com/...,,14,57,172.18.14.96,0
2807,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.321624421,TR_IST_AP_4,urls,src=172.19.0.151:56440,dst=52.143.86.214:443,mac=F4:46:37:8B:43:36,request:,UNKNOWN,https://array808.prod.do.dsp.mp.microsoft.com/...,,14,57,172.18.14.225,0
2808,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.905907183,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=56858,dport=53,14,57,10.3.1.7,0
2809,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.918076623,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=56859,dport=53,14,57,172.18.14.96,0
2810,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278097.980770063,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=208.67.222.222,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=56861,dport=443,14,57,172.18.14.225,0
2811,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278098.123876628,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64328,dport=53,14,57,10.3.1.7,0
2812,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278098.106824262,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=239.255.255.250,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62710,dport=1900,14,57,208.67.222.222,0
2813,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278098.193848148,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64329,dport=53,14,57,172.18.14.96,0
2814,Jun,27,2022-06-29 00:14:57,server-176.53.2.142.as42926.net,1656278098.210694548,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=208.67.222.222,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64331,dport=443,14,57,13.107.138.9,0
2815,Jun,27,2022-06-29 00:14:58,server-176.53.2.142.as42926.net,1656278098.243251343,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=58957,dport=53,14,58,172.18.14.96,0
2816,Jun,27,2022-06-29 00:14:58,server-176.53.2.142.as42926.net,1656278098.255071503,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=20.190.159.1,mac=BC:09:1B:F8:BA:51,protocol=tcp,sport=50593,dport=443,14,58,172.18.14.225,0
2817,Jun,27,2022-06-29 00:14:58,server-176.53.2.142.as42926.net,1656278098.317007823,TR_IST_AP_3,urls,src=172.19.0.179:50593,dst=20.190.159.1:443,mac=BC:09:1B:F8:BA:51,request:,UNKNOWN,https://login.microsoftonline.com/...,,14,58,172.18.14.96,0
2818,Jun,27,2022-06-29 00:14:58,server-176.53.2.142.as42926.net,1656278099.023731983,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.19.0.166,mac=BC:09:1B:F0:66:C1,protocol=tcp,sport=64767,dport=7680,14,58,172.18.14.225,0
2819,Jun,27,2022-06-29 00:14:59,server-176.53.2.142.as42926.net,1656278099.698711142,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60228,dport=53,14,59,208.67.222.222,0
2820,Jun,27,2022-06-29 00:14:59,server-176.53.2.142.as42926.net,1656278099.764676102,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60229,dport=53,14,59,172.18.14.96,0
2821,Jun,27,2022-06-29 00:14:59,server-176.53.2.142.as42926.net,1656278099.796609222,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=208.67.222.222,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60231,dport=443,14,59,172.18.14.225,0
2822,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.376637863,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=55833,dport=53,15,1,13.69.109.130,0
2823,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.376764583,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=53960,dport=53,15,1,239.255.255.250,0
2824,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.383729223,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=52.113.194.132,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54590,dport=443,15,1,239.255.255.250,0
2825,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.407628743,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=55833,dport=53,15,1,173.194.69.188,0
2826,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.407729543,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=53960,dport=53,15,1,172.18.14.96,0
2827,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.419774983,TR_IST_AP_4,urls,src=172.19.0.173:54590,dst=52.113.194.132:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://config.teams.microsoft.com/...,,15,1,13.69.109.130,0
2828,Jun,27,2022-06-29 00:15:01,merakimulti,(root),CMD,(/usr/bin/php5,-c,/etc/php5/apache/php.ini,-f,/var/www/includes/check_sms.php),,,,15,1,172.19.0.166,0
2829,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.782771824,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61801,dport=53,15,1,172.18.14.96,0
2830,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.795075984,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=52.18.187.166,mac=BC:09:1B:F0:66:C1,protocol=tcp,sport=64770,dport=443,15,1,172.18.14.225,0
2831,Jun,27,2022-06-29 00:15:01,server-176.53.2.142.as42926.net,1656278101.873142064,TR_IST_AP_3,urls,src=172.19.0.111:64770,dst=52.18.187.166:443,mac=BC:09:1B:F0:66:C1,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,,15,1,172.18.14.96,0
2832,Jun,27,2022-06-29 00:15:05,server-176.53.2.142.as42926.net,1656278106.082539351,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53723,dport=53,15,5,172.18.14.225,0
2833,Jun,27,2022-06-29 00:15:05,server-176.53.2.142.as42926.net,1656278106.083065271,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53724,dport=53,15,5,172.18.14.96,0
2834,Jun,27,2022-06-29 00:15:06,server-176.53.2.142.as42926.net,1656278106.260102391,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53725,dport=53,15,6,172.18.14.225,0
2835,Jun,27,2022-06-29 00:15:06,server-176.53.2.142.as42926.net,1656278106.320448471,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53726,dport=53,15,6,208.67.222.222,0
2836,Jun,27,2022-06-29 00:15:06,server-176.53.2.142.as42926.net,1656278106.337876951,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=208.67.222.222,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53728,dport=443,15,6,51.104.15.252,0
2837,Jun,27,2022-06-29 00:15:07,server-176.53.2.142.as42926.net,1656278108.150358666,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=55834,dport=53,15,7,172.18.14.96,0
2838,Jun,27,2022-06-29 00:15:07,server-176.53.2.142.as42926.net,1656278108.150681226,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=55835,dport=53,15,7,172.18.14.225,0
2839,Jun,27,2022-06-29 00:15:08,server-176.53.2.142.as42926.net,1656278108.843176147,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=239.255.255.250,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61802,dport=1900,15,8,172.19.0.166,0
2840,Jun,27,2022-06-29 00:15:09,server-176.53.2.142.as42926.net,1656278109.607314387,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=10.25.0.4,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55688,dport=445,15,9,172.18.14.96,0
2841,Jun,27,2022-06-29 00:15:09,server-176.53.2.142.as42926.net,1656278109.622353427,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=61902,dport=53,15,9,172.18.14.225,0
2842,Jun,27,2022-06-29 00:15:09,server-176.53.2.142.as42926.net,1656278109.624241907,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.225,mac=BC:09:1B:DD:22:28,protocol=udp,sport=61903,dport=53,15,9,208.67.222.222,0
2843,Jun,27,2022-06-29 00:15:09,server-176.53.2.142.as42926.net,1656278109.782145587,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=61904,dport=53,15,9,172.18.14.96,0
2844,Jun,27,2022-06-29 00:15:09,server-176.53.2.142.as42926.net,1656278109.795611347,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.225,mac=BC:09:1B:DD:22:28,protocol=udp,sport=61905,dport=53,15,9,172.18.14.225,0
2845,Jun,27,2022-06-29 00:15:09,server-176.53.2.142.as42926.net,1656278109.822813587,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=208.67.222.222,mac=BC:09:1B:DD:22:28,protocol=udp,sport=61907,dport=443,15,9,208.67.222.222,0
2846,Jun,27,2022-06-29 00:15:10,server-176.53.2.142.as42926.net,1656278111.059736427,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62712,dport=53,15,10,195.175.39.39,0
2847,Jun,27,2022-06-29 00:15:10,server-176.53.2.142.as42926.net,1656278111.059937227,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62713,dport=53,15,10,195.175.39.39,0
2848,Jun,27,2022-06-29 00:15:11,server-176.53.2.142.as42926.net,1656278111.236925387,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62714,dport=53,15,11,172.18.14.96,0
2849,Jun,27,2022-06-29 00:15:11,server-176.53.2.142.as42926.net,1656278111.263038987,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62715,dport=53,15,11,172.18.14.225,0
2850,Jun,27,2022-06-29 00:15:11,server-176.53.2.142.as42926.net,1656278111.278066827,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=208.67.222.222,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62717,dport=443,15,11,20.52.64.201,0
2851,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278112.866860948,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=58958,dport=53,15,12,157.240.236.63,0
2852,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278112.868920628,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=58959,dport=53,15,12,157.240.236.63,0
2853,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278112.958674827,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54330,dport=53,15,12,157.240.236.63,0
2854,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278112.998121547,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54330,dport=53,15,12,172.18.14.96,0
2855,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278113.010148587,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=18.207.85.246,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54593,dport=443,15,12,172.18.14.225,0
2856,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278113.105716953,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64332,dport=53,15,12,239.255.255.250,0
2857,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278113.109605433,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64333,dport=53,15,12,172.18.14.96,0
2858,Jun,27,2022-06-29 00:15:12,server-176.53.2.142.as42926.net,1656278113.144873067,TR_IST_AP_4,urls,src=172.19.0.173:54593,dst=18.207.85.246:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://notify.adobe.io/...,,15,12,172.18.14.96,0
2859,Jun,27,2022-06-29 00:15:15,server-176.53.2.142.as42926.net,1656278116.219479350,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61804,dport=53,15,15,192.111.5.0,0
2860,Jun,27,2022-06-29 00:15:16,server-176.53.2.142.as42926.net,1656278116.271369430,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.225,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61805,dport=53,15,16,172.18.14.96,0
2861,Jun,27,2022-06-29 00:15:16,server-176.53.2.142.as42926.net,1656278116.335048470,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=208.67.222.222,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61807,dport=443,15,16,172.18.14.225,0
2862,Jun,27,2022-06-29 00:15:18,server-176.53.2.142.as42926.net,1656278118.283050029,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54331,dport=53,15,18,137.135.216.188,0
2863,Jun,27,2022-06-29 00:15:18,server-176.53.2.142.as42926.net,1656278118.340157389,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54332,dport=53,15,18,172.18.14.96,0
2864,Jun,27,2022-06-29 00:15:18,server-176.53.2.142.as42926.net,1656278118.404534829,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=208.67.222.222,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54334,dport=443,15,18,172.18.14.225,0
2865,Jun,27,2022-06-29 00:15:20,server-176.53.2.142.as42926.net,1656278121.163259831,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61808,dport=53,15,20,208.67.222.222,0
2866,Jun,27,2022-06-29 00:15:20,server-176.53.2.142.as42926.net,1656278121.163689911,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.225,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=61809,dport=53,15,20,52.97.135.82,0
2867,Jun,27,2022-06-29 00:15:22,server-176.53.2.142.as42926.net,1656278122.461204797,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=58883,dport=53,15,22,172.18.14.96,0
2868,Jun,27,2022-06-29 00:15:22,server-176.53.2.142.as42926.net,1656278122.489860957,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=58883,dport=53,15,22,172.18.14.96,0
2869,Jun,27,2022-06-29 00:15:22,server-176.53.2.142.as42926.net,1656278122.500955357,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=13.69.109.131,mac=F4:46:37:8B:66:DB,protocol=tcp,sport=59975,dport=443,15,22,172.18.14.96,0
2870,Jun,27,2022-06-29 00:15:22,server-176.53.2.142.as42926.net,1656278122.548882077,TR_IST_AP_8,urls,src=172.19.0.155:59975,dst=13.69.109.131:443,mac=F4:46:37:8B:66:DB,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,,15,22,172.18.14.225,0
2871,Jun,27,2022-06-29 00:15:24,server-176.53.2.142.as42926.net,1656278124.329497232,TR_IST_AP_4,urls,src=172.19.0.166:64990,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,15,24,13.69.109.130,0
2872,Jun,27,2022-06-29 00:15:24,server-176.53.2.142.as42926.net,1656278124.663308752,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60232,dport=53,15,24,172.18.14.96,0
2873,Jun,27,2022-06-29 00:15:24,server-176.53.2.142.as42926.net,1656278124.666024752,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60233,dport=53,15,24,172.18.14.225,0
2874,Jun,27,2022-06-29 00:15:24,server-176.53.2.142.as42926.net,1656278124.777413232,TR_IST_AP_4,urls,src=172.19.0.166:64991,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,15,24,172.18.14.96,0
2875,Jun,27,2022-06-29 00:15:24,server-176.53.2.142.as42926.net,1656278124.884386192,TR_IST_AP_4,urls,src=172.19.0.166:64992,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,15,24,172.18.14.225,0
2876,Jun,27,2022-06-29 00:15:24,server-176.53.2.142.as42926.net,1656278125.030314672,TR_IST_AP_4,urls,src=172.19.0.166:64993,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,15,24,208.67.222.222,0
2877,Jun,27,2022-06-29 00:15:26,server-176.53.2.142.as42926.net,1656278126.935667633,TR_IST_AP_4,urls,src=172.19.0.166:64994,dst=8.238.130.254:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?5417d2b72a72f146,15,26,172.18.14.96,0
2878,Jun,27,2022-06-29 00:15:26,server-176.53.2.142.as42926.net,1656278127.031800753,TR_IST_AP_4,urls,src=172.19.0.166:64995,dst=209.206.57.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://n57.network-auth.com/...,,15,26,137.135.216.188,0
2879,Jun,27,2022-06-29 00:15:26,server-176.53.2.142.as42926.net,1656278127.190692593,TR_IST_AP_4,urls,src=172.19.0.166:64994,dst=8.238.130.254:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?233728e1b7f23fff,15,26,172.18.14.96,0
2880,Jun,27,2022-06-29 00:15:28,server-176.53.2.142.as42926.net,1656278128.273533754,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=53370,dport=53,15,28,172.18.14.96,0
2881,Jun,27,2022-06-29 00:15:28,server-176.53.2.142.as42926.net,1656278128.303903674,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=53370,dport=53,15,28,192.111.5.1,0
2882,Jun,27,2022-06-29 00:15:28,server-176.53.2.142.as42926.net,1656278128.342366554,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=63374,dport=53,15,28,172.18.14.225,0
2883,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278132.270577601,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=55101,dport=53,15,32,172.18.14.96,0
2884,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278132.297697761,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=55101,dport=53,15,32,13.107.136.9,0
2885,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278132.330095841,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=20.50.73.10,mac=F4:46:37:8B:66:DB,protocol=tcp,sport=59976,dport=443,15,32,208.67.222.222,0
2886,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278132.389162081,TR_IST_AP_8,urls,src=172.19.0.155:59976,dst=20.50.73.10:443,mac=F4:46:37:8B:66:DB,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,,15,32,172.18.14.96,0
2887,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278132.980022716,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=63375,dport=53,15,32,13.69.109.130,0
2888,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278133.004344316,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=63376,dport=53,15,32,172.18.14.96,0
2889,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278133.024042716,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=208.67.222.222,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=63378,dport=443,15,32,172.18.14.225,0
2890,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278133.178231521,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=55102,dport=53,15,32,172.18.14.96,0
2891,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278133.201825281,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=55103,dport=53,15,32,137.135.216.188,0
2892,Jun,27,2022-06-29 00:15:32,server-176.53.2.142.as42926.net,1656278133.218495201,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=208.67.222.222,mac=F4:46:37:8B:66:DB,protocol=udp,sport=55105,dport=443,15,32,172.18.14.96,0
2893,Jun,27,2022-06-29 00:15:34,server-176.53.2.142.as42926.net,1656278134.754462515,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60234,dport=53,15,34,192.111.5.2,0
2894,Jun,27,2022-06-29 00:15:34,server-176.53.2.142.as42926.net,1656278134.812371955,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60235,dport=53,15,34,20.44.10.122,0
2895,Jun,27,2022-06-29 00:15:34,server-176.53.2.142.as42926.net,1656278134.879235955,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=208.67.222.222,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60237,dport=443,15,34,172.18.14.96,0
2896,Jun,27,2022-06-29 00:15:35,server-176.53.2.142.as42926.net,1656278136.137438722,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53729,dport=53,15,35,172.18.14.225,0
2897,Jun,27,2022-06-29 00:15:35,server-176.53.2.142.as42926.net,1656278136.137749762,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=53730,dport=53,15,35,40.126.31.64,0
2898,Jun,27,2022-06-29 00:15:35,server-176.53.2.142.as42926.net,1656278136.122551956,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62718,dport=53,15,35,172.18.14.96,0
2899,Jun,27,2022-06-29 00:15:35,server-176.53.2.142.as42926.net,1656278136.123169556,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=62719,dport=53,15,35,172.18.14.225,0
2900,Jun,27,2022-06-29 00:15:38,server-176.53.2.142.as42926.net,1656278138.226955957,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=54335,dport=53,15,38,208.67.222.222,0
