,Month,Day,Time,Server,ID,TR_IST_AP,flow_or_url,allow_or_src,SNAT_or_DNAT,mac_or_dst,mac_or_request,protocol,sport,dport,Minute,Second,DST,MAC
0,Jun,27,2022-06-29 00:02:26,server-176.53.2.142.as42926.net,1656277346.997560178,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.96,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=64734,dport=53,2,26,172.18.14.96,F4:46:37:D8:6D:B9
1,Jun,27,2022-06-29 00:02:26,server-176.53.2.142.as42926.net,1656277347.055192338,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=172.18.14.225,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=64735,dport=53,2,26,172.18.14.225,F4:46:37:8B:5E:7F
2,Jun,27,2022-06-29 00:02:26,server-176.53.2.142.as42926.net,1656277347.119769618,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=208.67.222.222,mac=F4:46:37:8A:F5:A7,protocol=udp,sport=64737,dport=443,2,26,208.67.222.222,F4:46:37:8B:66:DB
3,Jun,27,2022-06-29 00:02:27,server-176.53.2.142.as42926.net,1656277347.308682258,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62035,dport=53,2,27,172.18.14.96,F4:46:37:8B:5E:7F
4,Jun,27,2022-06-29 00:02:27,server-176.53.2.142.as42926.net,1656277347.322131698,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=192.111.5.0,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52019,dport=443,2,27,192.111.5.0,F4:46:37:8B:5E:7F
5,Jun,27,2022-06-29 00:02:27,server-176.53.2.142.as42926.net,1656277347.395444498,TR_IST_AP_4,urls,src=172.19.0.117:52019,dst=192.111.5.0:443,mac=F4:46:37:D8:6D:B9,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,,2,27,172.18.14.96,F4:46:37:8B:5E:7F
6,Jun,27,2022-06-29 00:02:27,server-176.53.2.142.as42926.net,1656277347.434199228,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=64173,dport=53,2,27,172.18.14.96,F4:46:37:8B:5E:7F
7,Jun,27,2022-06-29 00:02:27,server-176.53.2.142.as42926.net,1656277347.449575548,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=61002,dport=53,2,27,20.199.120.85,F4:46:37:8B:1F:28
8,Jun,27,2022-06-29 00:02:28,server-176.53.2.142.as42926.net,1656277348.838605618,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=20.199.120.85,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=64573,dport=443,2,28,20.199.120.151,F4:46:37:8B:1F:28
9,Jun,27,2022-06-29 00:02:29,server-176.53.2.142.as42926.net,1656277349.838373618,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=20.199.120.151,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=52864,dport=443,2,29,172.18.14.96,F4:46:37:8B:5E:7F
10,Jun,27,2022-06-29 00:02:29,server-176.53.2.142.as42926.net,1656277349.900330424,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.96,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=51385,dport=53,2,29,172.18.14.225,F4:46:37:D8:6D:B9
11,Jun,27,2022-06-29 00:02:29,server-176.53.2.142.as42926.net,1656277349.901861944,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=172.18.14.225,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=51386,dport=53,2,29,172.18.14.96,F4:46:37:8B:5E:7F
12,Jun,27,2022-06-29 00:02:29,server-176.53.2.142.as42926.net,1656277350.153265789,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59909,dport=53,2,29,192.111.5.1,F4:46:37:8B:5E:7F
13,Jun,27,2022-06-29 00:02:29,server-176.53.2.142.as42926.net,1656277350.164960349,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=192.111.5.1,mac=F4:46:37:8B:66:DB,protocol=tcp,sport=59906,dport=443,2,29,172.18.14.96,BC:09:1B:DD:22:28
14,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.263808018,TR_IST_AP_4,urls,src=172.19.0.166:64785,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,172.18.14.225,F4:46:37:D8:6D:B9
15,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.246304669,TR_IST_AP_8,urls,src=172.19.0.155:59906,dst=192.111.5.1:443,mac=F4:46:37:8B:66:DB,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,,2,30,40.126.32.69,F4:46:37:D8:6D:B9
16,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.362192818,TR_IST_AP_4,urls,src=172.19.0.166:64786,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,172.18.14.96,F4:46:37:8A:F5:A7
17,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.460825458,TR_IST_AP_4,urls,src=172.19.0.166:64787,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,192.111.5.2,F4:46:37:8A:F5:A7
18,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.603871538,TR_IST_AP_4,urls,src=172.19.0.166:64788,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,10.5.0.27,BC:09:1B:DD:22:28
19,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.666357789,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=59640,dport=53,2,30,172.18.14.96,F4:46:37:8B:1F:28
20,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.698556989,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=59640,dport=53,2,30,20.190.159.70,BC:09:1B:DD:22:28
21,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.719153309,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=40.126.32.69,mac=F4:46:37:8B:1F:28,protocol=tcp,sport=63389,dport=443,2,30,10.5.0.27,F4:46:37:8B:43:EA
22,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.727174109,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=55848,dport=53,2,30,172.18.14.96,F4:46:37:8B:43:EA
23,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.738360509,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=192.111.5.2,mac=F4:46:37:8B:1F:28,protocol=tcp,sport=63392,dport=443,2,30,13.69.109.130,F4:46:37:8B:43:EA
24,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.762189458,TR_IST_AP_4,urls,src=172.19.0.166:64789,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,172.18.14.96,F4:46:37:8A:F5:A7
25,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.774995869,TR_IST_AP_8,urls,src=172.19.0.172:63389,dst=40.126.32.69:443,mac=F4:46:37:8B:1F:28,request:,UNKNOWN,https://login.microsoftonline.com/...,,2,30,172.18.14.225,F4:46:37:8A:F5:A7
26,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.803715709,TR_IST_AP_8,urls,src=172.19.0.172:63392,dst=192.111.5.2:443,mac=F4:46:37:8B:1F:28,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,,2,30,52.112.238.71,F4:46:37:D8:6D:B9
27,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.885450098,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=10.5.0.27,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52020,dport=135,2,30,20.199.120.151,F4:46:37:8B:5E:7F
28,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.906260818,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=60196,dport=53,2,30,20.190.159.70,F4:46:37:8B:5E:7F
29,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.908657458,TR_IST_AP_4,urls,src=172.19.0.166:64790,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,172.18.14.96,F4:46:37:8B:5E:7F
30,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.917180658,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=20.190.159.70,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52021,dport=443,2,30,172.18.14.225,F4:46:37:8B:5E:7F
31,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277350.982677458,TR_IST_AP_4,urls,src=172.19.0.117:52021,dst=20.190.159.70:443,mac=F4:46:37:D8:6D:B9,request:,UNKNOWN,https://login.microsoftonline.com/...,,2,30,239.255.255.250,F4:46:37:8B:43:EA
32,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277351.026734098,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=10.5.0.27,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52022,dport=49668,2,30,172.18.14.96,BC:09:1B:F0:66:C1
33,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277351.049026738,TR_IST_AP_4,urls,src=172.19.0.166:64791,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,172.18.14.225,F4:46:37:8B:66:DB
34,Jun,27,2022-06-29 00:02:30,server-176.53.2.142.as42926.net,1656277351.197528658,TR_IST_AP_4,urls,src=172.19.0.166:64792,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,,2,30,52.98.207.226,BC:09:1B:F8:BA:51
35,Jun,27,2022-06-29 00:02:31,server-176.53.2.142.as42926.net,1656277351.705476825,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=49669,dport=53,2,31,52.98.207.226,F4:46:37:8B:43:EA
36,Jun,27,2022-06-29 00:02:31,server-176.53.2.142.as42926.net,1656277351.714507705,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=13.69.109.130,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55621,dport=443,2,31,172.18.14.96,BC:09:1B:F0:66:C1
37,Jun,27,2022-06-29 00:02:31,server-176.53.2.142.as42926.net,1656277351.763095225,TR_IST_AP_3,urls,src=172.19.0.71:55621,dst=13.69.109.130:443,mac=BC:09:1B:DD:22:28,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,,2,31,172.18.14.225,F4:46:37:8B:43:EA
38,Jun,27,2022-06-29 00:02:32,server-176.53.2.142.as42926.net,1656277352.167147858,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62691,dport=53,2,32,10.5.0.27,F4:46:37:D8:6D:B9
39,Jun,27,2022-06-29 00:02:32,server-176.53.2.142.as42926.net,1656277352.202905298,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62691,dport=53,2,32,172.18.14.96,F4:46:37:D8:6D:B9
40,Jun,27,2022-06-29 00:02:32,server-176.53.2.142.as42926.net,1656277352.231760178,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=52.112.238.71,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52023,dport=443,2,32,146.112.62.20,BC:09:1B:F0:66:C1
41,Jun,27,2022-06-29 00:02:32,server-176.53.2.142.as42926.net,1656277352.281125458,TR_IST_AP_4,urls,src=172.19.0.117:52023,dst=52.112.238.71:443,mac=F4:46:37:D8:6D:B9,request:,UNKNOWN,https://presence.teams.microsoft.com/...,,2,32,172.18.14.96,F4:46:37:8B:5E:7F
42,Jun,27,2022-06-29 00:02:33,server-176.53.2.142.as42926.net,1656277352.710378258,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=20.199.120.151,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=56414,dport=443,2,33,172.18.14.225,BC:09:1B:DD:22:28
43,Jun,27,2022-06-29 00:02:33,server-176.53.2.142.as42926.net,1656277352.729043378,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=20.190.159.70,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52024,dport=443,2,33,13.69.116.104,BC:09:1B:F0:66:C1
44,Jun,27,2022-06-29 00:02:33,server-176.53.2.142.as42926.net,1656277352.789723538,TR_IST_AP_4,urls,src=172.19.0.117:52024,dst=20.190.159.70:443,mac=F4:46:37:D8:6D:B9,request:,UNKNOWN,https://login.microsoftonline.com/...,,2,33,146.112.62.20,BC:09:1B:F8:BA:51
45,Jun,27,2022-06-29 00:02:34,server-176.53.2.142.as42926.net,1656277353.469994578,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62692,dport=53,2,34,10.5.0.27,BC:09:1B:F0:66:C1
46,Jun,27,2022-06-29 00:02:34,server-176.53.2.142.as42926.net,1656277353.471880338,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62694,dport=53,2,34,20.199.120.151,BC:09:1B:F0:66:C1
47,Jun,27,2022-06-29 00:02:35,server-176.53.2.142.as42926.net,1656277354.470444178,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=239.255.255.250,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62695,dport=1900,2,35,52.97.219.162,F4:46:37:8B:43:36
48,Jun,27,2022-06-29 00:02:35,server-176.53.2.142.as42926.net,1656277354.789153631,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=55849,dport=53,2,35,52.97.219.162,F4:46:37:8B:43:EA
49,Jun,27,2022-06-29 00:02:35,server-176.53.2.142.as42926.net,1656277354.792113951,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=55850,dport=53,2,35,172.18.14.96,F4:46:37:8B:43:EA
50,Jun,27,2022-06-29 00:02:36,server-176.53.2.142.as42926.net,1656277355.024348658,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=52.98.207.226,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54438,dport=443,2,36,172.18.14.225,F4:46:37:8B:43:EA
51,Jun,27,2022-06-29 00:02:36,server-176.53.2.142.as42926.net,1656277355.024437458,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=52.98.207.226,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54437,dport=443,2,36,172.18.14.96,F4:46:37:8B:43:EA
52,Jun,27,2022-06-29 00:02:36,server-176.53.2.142.as42926.net,1656277355.068358738,TR_IST_AP_4,urls,src=172.19.0.173:54438,dst=52.98.207.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,,2,36,172.18.14.225,F4:46:37:8B:66:DB
53,Jun,27,2022-06-29 00:02:36,server-176.53.2.142.as42926.net,1656277355.074875858,TR_IST_AP_4,urls,src=172.19.0.173:54437,dst=52.98.207.226:443,mac=F4:46:37:8A:F5:A7,request:,UNKNOWN,https://outlook.office365.com/...,,2,36,208.67.222.222,F4:46:37:8B:66:DB
54,Jun,27,2022-06-29 00:02:38,server-176.53.2.142.as42926.net,1656277358.256968347,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=49670,dport=53,2,38,172.18.14.96,F4:46:37:D8:6D:B9
55,Jun,27,2022-06-29 00:02:38,server-176.53.2.142.as42926.net,1656277358.257334747,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.225,mac=BC:09:1B:DD:22:28,protocol=udp,sport=49671,dport=53,2,38,172.18.14.225,F4:46:37:D8:6D:B9
56,Jun,27,2022-06-29 00:02:38,server-176.53.2.142.as42926.net,1656277358.508533787,TR_IST_AP_3,flows,allow,src=172.19.0.111,dst=10.5.0.27,mac=BC:09:1B:F0:66:C1,protocol=udp,sport=123,dport=123,2,38,172.18.14.96,BC:09:1B:DD:22:28
57,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277358.887707547,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=172.18.14.96,mac=BC:09:1B:DD:22:28,protocol=udp,sport=55634,dport=53,2,39,172.18.14.225,4E:45:D9:75:C4:C9
58,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277358.897325627,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=146.112.62.20,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55622,dport=443,2,39,208.67.222.222,F4:46:37:8B:5E:7F
59,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.038308348,TR_IST_AP_3,urls,src=172.19.0.71:55622,dst=146.112.62.20:443,mac=BC:09:1B:DD:22:28,request:,UNKNOWN,https://ipl.opendns.com/...,,2,39,52.97.174.66,F4:46:37:8B:5E:7F
60,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.332687073,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.96,mac=F4:46:37:8B:1F:28,protocol=udp,sport=60887,dport=53,2,39,172.18.14.96,F4:46:37:8B:5E:7F
61,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.359291873,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=172.18.14.225,mac=F4:46:37:8B:1F:28,protocol=udp,sport=60887,dport=53,2,39,172.18.14.225,F4:46:37:8B:5E:7F
62,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.410596833,TR_IST_AP_8,flows,allow,src=172.19.0.172,dst=13.69.116.104,mac=F4:46:37:8B:1F:28,protocol=tcp,sport=63394,dport=443,2,39,208.67.222.222,BC:09:1B:DD:22:28
63,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.459257313,TR_IST_AP_8,urls,src=172.19.0.172:63394,dst=13.69.116.104:443,mac=F4:46:37:8B:1F:28,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,,2,39,52.98.212.242,F4:46:37:D8:6D:B9
64,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.474892668,TR_IST_AP_3,flows,allow,src=172.19.0.71,dst=146.112.62.20,mac=BC:09:1B:DD:22:28,protocol=tcp,sport=55623,dport=443,2,39,170.114.10.233,F4:46:37:D8:6D:B9
65,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.527712498,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=10.5.0.27,mac=F4:46:37:D8:6D:B9,protocol=tcp,sport=52025,dport=445,2,39,172.18.14.96,F4:46:37:8B:1F:28
66,Jun,27,2022-06-29 00:02:39,server-176.53.2.142.as42926.net,1656277359.603879228,TR_IST_AP_3,urls,src=172.19.0.71:55623,dst=146.112.62.20:443,mac=BC:09:1B:DD:22:28,request:,UNKNOWN,https://ipl.opendns.com/...,,2,39,172.18.14.225,BC:09:1B:F8:BA:51
67,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.134686578,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=20.199.120.151,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=58790,dport=443,2,40,170.114.10.236,BC:09:1B:F8:BA:51
68,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.484203858,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=52.97.219.162,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52554,dport=443,2,40,172.18.14.96,BC:09:1B:F8:BA:51
69,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.484289618,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=52.97.219.162,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52555,dport=443,2,40,172.18.14.225,F4:46:37:8B:43:36
70,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.532411538,TR_IST_AP_4,urls,src=172.19.0.148:52555,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,,2,40,13.69.116.104,F4:46:37:8B:43:36
71,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.533769458,TR_IST_AP_4,urls,src=172.19.0.148:52554,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,,2,40,172.18.14.96,4C:02:20:07:7B:B3
72,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.696053628,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=64950,dport=53,2,40,172.18.14.225,4C:02:20:07:7B:B3
73,Jun,27,2022-06-29 00:02:40,server-176.53.2.142.as42926.net,1656277360.696474268,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=64951,dport=53,2,40,13.69.116.104,BC:09:1B:F8:BA:51
74,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277360.793510428,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.96,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=64952,dport=53,2,41,172.18.14.96,BC:09:1B:F8:BA:51
75,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277360.811525308,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=172.18.14.225,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=64953,dport=53,2,41,172.18.14.225,BC:09:1B:F8:BA:51
76,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277360.828472188,TR_IST_AP_3,flows,allow,src=172.19.0.179,dst=208.67.222.222,mac=BC:09:1B:F8:BA:51,protocol=udp,sport=64955,dport=443,2,41,172.18.14.96,F4:46:37:8B:5E:7F
77,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277361.393815713,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59910,dport=53,2,41,172.18.14.225,F4:46:37:8B:5E:7F
78,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277361.395613313,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59911,dport=53,2,41,40.119.249.228,F4:46:37:8B:5E:7F
79,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277361.489093633,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.96,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59912,dport=53,2,41,172.18.14.96,F4:46:37:8B:5E:7F
80,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277361.515622433,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=172.18.14.225,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59913,dport=53,2,41,172.18.14.225,F4:46:37:8B:5E:7F
81,Jun,27,2022-06-29 00:02:41,server-176.53.2.142.as42926.net,1656277361.534519553,TR_IST_AP_8,flows,allow,src=172.19.0.155,dst=208.67.222.222,mac=F4:46:37:8B:66:DB,protocol=udp,sport=59915,dport=443,2,41,208.67.222.222,F4:46:37:8A:F5:A7
82,Jun,27,2022-06-29 00:02:43,server-176.53.2.142.as42926.net,1656277363.312119378,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=52.97.174.66,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=51310,dport=443,2,43,172.19.0.166,F4:46:37:8B:43:EA
83,Jun,27,2022-06-29 00:02:44,server-176.53.2.142.as42926.net,1656277363.518688978,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.96,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62697,dport=53,2,44,172.18.14.96,F4:46:37:D8:6D:B9
84,Jun,27,2022-06-29 00:02:44,server-176.53.2.142.as42926.net,1656277363.576381298,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=172.18.14.225,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62698,dport=53,2,44,172.18.14.225,4C:02:20:07:7B:B3
85,Jun,27,2022-06-29 00:02:44,server-176.53.2.142.as42926.net,1656277363.642305938,TR_IST_AP_4,flows,allow,src=172.19.0.117,dst=208.67.222.222,mac=F4:46:37:D8:6D:B9,protocol=udp,sport=62700,dport=443,2,44,172.18.14.96,F4:46:37:8B:43:EA
86,Jun,27,2022-06-29 00:02:44,server-176.53.2.142.as42926.net,1656277363.886138738,TR_IST_AP_4,flows,allow,src=172.19.0.173,dst=52.98.212.242,mac=F4:46:37:8A:F5:A7,protocol=tcp,sport=54229,dport=443,2,44,172.18.14.225,4C:02:20:07:7B:B3
87,Jun,27,2022-06-29 00:02:45,server-176.53.2.142.as42926.net,1656277364.420687538,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=170.114.10.233,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52428,dport=443,2,45,208.67.222.222,4C:02:20:07:7B:B3
88,Jun,27,2022-06-29 00:02:45,server-176.53.2.142.as42926.net,1656277364.427848498,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.96,mac=F4:46:37:8B:43:EA,protocol=udp,sport=50908,dport=53,2,45,172.18.14.96,4C:02:20:07:7B:B3
89,Jun,27,2022-06-29 00:02:45,server-176.53.2.142.as42926.net,1656277364.467239378,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=172.18.14.225,mac=F4:46:37:8B:43:EA,protocol=udp,sport=50908,dport=53,2,45,172.18.14.225,4C:02:20:07:7B:B3
90,Jun,27,2022-06-29 00:02:45,server-176.53.2.142.as42926.net,1656277364.514976178,TR_IST_AP_4,flows,allow,src=172.19.0.148,dst=170.114.10.236,mac=F4:46:37:8B:43:EA,protocol=tcp,sport=52558,dport=443,2,45,20.50.201.195,4C:02:20:07:7B:B3
